Province,Municipality,Month,South-facing with vertical (90 degrees) tilt,South-facing with latitude tilt,South-facing with tilt=latitude+15 degrees,South-facing with tilt=latitude-15 degrees,2-axis tracking,Horizontal (0 degree),address,latitude,longitude
New Brunswick,Riverview,Annual,3.1,4.17,3.97,4.17,5.71,3.4,"Riverview, New Brunswick",46.0612076,-64.8033246
New Brunswick,RiviÃ¨re-du-Portage,Annual,3.21,4.23,4.03,4.22,5.79,3.35,"RiviÃ¨re-du-Portage, New Brunswick",,
New Brunswick,RiviÃ¨re-Verte,Annual,3.12,4.16,3.96,4.17,5.74,3.39,"RiviÃ¨re-Verte, New Brunswick",,
New Brunswick,Robinsonville,Annual,3.22,4.23,4.03,4.23,5.81,3.36,"Robinsonville, New Brunswick",47.872332,-66.9471133
New Brunswick,Rogersville,Annual,3.19,4.24,4.05,4.23,5.8,3.38,"Rogersville, New Brunswick",46.73286,-65.4255381
New Brunswick,Rothesay,Annual,3.02,4.13,3.94,4.14,5.67,3.43,"Rothesay, New Brunswick",45.3815475,-65.9879398
New Brunswick,Rusagonis,Annual,3.08,4.18,3.98,4.18,5.74,3.45,"Rusagonis, New Brunswick",45.8065219,-66.6217137
New Brunswick,Sackville,Annual,3.04,4.12,3.92,4.13,5.64,3.4,"Sackville, New Brunswick",45.8999177,-64.3655256
New Brunswick,Saint Andrews,Annual,2.96,4.11,3.9,4.12,5.65,3.47,"Saint Andrews, New Brunswick",45.0749302,-67.0516937
New Brunswick,Saint John,Annual,3.02,4.14,3.94,4.15,5.68,3.45,"Saint John, New Brunswick",45.2787992,-66.0585188
New Brunswick,Saint-Antoine,Annual,3.14,4.2,4.0,4.19,5.74,3.39,"Saint-Antoine, New Brunswick",46.3628036,-64.7525247
New Brunswick,Saint-Arthur,Annual,3.2,4.19,4.0,4.19,5.75,3.33,"Saint-Arthur, New Brunswick",47.8892016,-66.7579721
New Brunswick,Sainte-Anne-de-Kent,Annual,3.16,4.21,4.02,4.21,5.76,3.39,"Sainte-Anne-de-Kent, New Brunswick",46.5517653,-64.7740712
New Brunswick,Sainte-Anne-de-Madawaska,Annual,3.12,4.17,3.96,4.18,5.75,3.39,"Sainte-Anne-de-Madawaska, New Brunswick",47.2451793,-68.0258529
New Brunswick,Sainte-Marie-Saint-RaphaÃ«l,Annual,3.18,4.18,3.99,4.18,5.73,3.33,"Sainte-Marie-Saint-RaphaÃ«l, New Brunswick",,
New Brunswick,Sainte-Rose-Gloucester,Annual,3.21,4.22,4.02,4.21,5.77,3.34,"Sainte-Rose-Gloucester, New Brunswick",47.6186613,-64.9331907
New Brunswick,Saint-FranÃ§ois de Madawaska,Annual,3.11,4.17,3.96,4.18,5.77,3.42,"Saint-FranÃ§ois de Madawaska, New Brunswick",,
New Brunswick,Saint-Ignace,Annual,3.18,4.22,4.03,4.22,5.78,3.38,"Saint-Ignace, New Brunswick",46.6975411,-65.0789054
New Brunswick,Saint-Isidore,Annual,3.21,4.22,4.03,4.21,5.78,3.34,"Saint-Isidore, New Brunswick",47.555082,-65.0466323
New Brunswick,Saint-Jean-Baptiste-de-Restigouche,Annual,3.18,4.19,3.99,4.19,5.75,3.35,"Saint-Jean-Baptiste-de-Restigouche, New Brunswick",47.7673172,-67.2118878
New Brunswick,Saint-LÃ©olin,Annual,3.22,4.22,4.03,4.22,5.78,3.33,"Saint-LÃ©olin, New Brunswick",,
New Brunswick,Saint-Louis de Kent,Annual,3.17,4.22,4.02,4.21,5.77,3.37,"Saint-Louis de Kent, New Brunswick",46.7377084,-64.9719715
New Brunswick,Saint-Martin-de-Restigouche,Annual,3.17,4.18,3.99,4.19,5.75,3.36,"Saint-Martin-de-Restigouche, New Brunswick",,
New Brunswick,Saint-Paul,Annual,3.15,4.21,4.01,4.2,5.76,3.39,"Saint-Paul, New Brunswick",46.3263706,-65.0177554
New Brunswick,Saint-Quentin,Annual,3.15,4.18,3.98,4.18,5.74,3.36,"Saint-Quentin, New Brunswick",47.5129555,-67.3906756
New Brunswick,Saint-Sauveur,Annual,3.22,4.23,4.04,4.22,5.79,3.34,"Saint-Sauveur, New Brunswick",47.5246306,-65.2900128
New Brunswick,Salisbury,Annual,3.11,4.19,3.99,4.19,5.74,3.41,"Salisbury, New Brunswick",46.0265418,-65.0418279
New Brunswick,Salmon Creek,Annual,3.15,4.23,4.04,4.22,5.79,3.42,"Salmon Creek, New Brunswick",45.4083365,-65.984725
New Brunswick,Saumarez,Annual,3.21,4.22,4.03,4.22,5.78,3.35,"Saumarez, New Brunswick",47.49550525,-64.87503852253093
New Brunswick,Scoudouc,Annual,3.11,4.18,3.98,4.18,5.72,3.4,"Scoudouc, New Brunswick",46.1653306,-64.5620451
New Brunswick,Sevogle,Annual,3.24,4.27,4.08,4.26,5.85,3.38,"Sevogle, New Brunswick",47.0837097,-65.8269673
New Brunswick,Shediac,Annual,3.11,4.18,3.99,4.18,5.73,3.4,"Shediac, New Brunswick",46.219454,-64.5492146
New Brunswick,Shediac Bridge,Annual,3.12,4.19,3.99,4.19,5.74,3.41,"Shediac Bridge, New Brunswick",46.2670617,-64.5735827
New Brunswick,Shippagan,Annual,3.2,4.2,4.01,4.2,5.75,3.33,"Shippagan, New Brunswick",47.7418049,-64.7181216
New Brunswick,Siegas,Annual,3.12,4.17,3.97,4.18,5.75,3.4,"Siegas, New Brunswick",47.219102,-67.985458
New Brunswick,Sillikers,Annual,3.22,4.26,4.07,4.25,5.83,3.38,"Sillikers, New Brunswick",46.9476026,-65.8758666
New Brunswick,St. AndrÃ©,Annual,3.12,4.16,3.96,4.17,5.73,3.39,"St. AndrÃ©, New Brunswick",,
New Brunswick,St. George,Annual,2.97,4.11,3.9,4.12,5.65,3.46,"St. George, New Brunswick",45.1275604,-66.8269836
New Brunswick,St. Hilaire,Annual,3.11,4.16,3.95,4.17,5.74,3.4,"St. Hilaire, New Brunswick",47.298137249999996,-68.39933493698268
New Brunswick,St. Leonard,Annual,3.12,4.17,3.97,4.18,5.75,3.39,"St. Leonard, New Brunswick",47.1651978,-67.9244707
New Brunswick,St. Margarets,Annual,3.2,4.24,4.05,4.23,5.8,3.37,"St. Margarets, New Brunswick",46.9062213,-65.1964492
New Brunswick,St. Martins,Annual,3.01,4.12,3.92,4.13,5.65,3.43,"St. Martins, New Brunswick",45.349525,-65.5522091
New Brunswick,St. Stephen,Annual,2.97,4.12,3.91,4.13,5.68,3.47,"St. Stephen, New Brunswick",45.1794218,-67.30827986411904
New Brunswick,Stanley,Annual,3.11,4.18,3.98,4.18,5.73,3.41,"Stanley, New Brunswick",46.2830621,-66.741204
New Brunswick,Sunny Corner,Annual,3.22,4.26,4.07,4.25,5.84,3.39,"Sunny Corner, New Brunswick",46.9480272,-65.8134376
New Brunswick,Sussex,Annual,3.09,4.18,3.98,4.18,5.73,3.43,"Sussex, New Brunswick",45.7234763,-65.5104239
New Brunswick,Tabusintac,Annual,3.21,4.24,4.04,4.23,5.8,3.36,"Tabusintac, New Brunswick",47.3272202,-65.0109718
New Brunswick,Taymouth,Annual,3.11,4.19,3.99,4.19,5.75,3.42,"Taymouth, New Brunswick",46.181858,-66.6159369
New Brunswick,Temperance Vale,Annual,3.08,4.18,3.98,4.19,5.75,3.44,"Temperance Vale, New Brunswick",46.0485439,-67.2416463
New Brunswick,Tracadie-Sheila,Annual,3.21,4.22,4.03,4.22,5.78,3.35,"Tracadie-Sheila, New Brunswick",47.515751,-64.9127856
New Brunswick,Tracy,Annual,3.06,4.17,3.97,4.18,5.73,3.45,"Tracy, New Brunswick",45.6735384,-66.6845417
New Brunswick,Turtle Creek,Annual,3.07,4.15,3.95,4.15,5.67,3.39,"Turtle Creek, New Brunswick",46.005556,-64.8986893
New Brunswick,Upper Gagetown,Annual,3.1,4.19,3.99,4.19,5.75,3.43,"Upper Gagetown, New Brunswick",45.8461457,-66.2418957
New Brunswick,Upsalquitch,Annual,3.23,4.24,4.04,4.24,5.82,3.36,"Upsalquitch, New Brunswick",47.8261643,-66.8834853
New Brunswick,Utopia,Annual,2.97,4.1,3.9,4.12,5.64,3.45,"Utopia, New Brunswick",45.1479664,-66.7712324
New Brunswick,Val-Comeau,Annual,3.21,4.22,4.03,4.22,5.78,3.35,"Val-Comeau, New Brunswick",47.4614018,-64.8810346
New Brunswick,Val-d'Amour,Annual,3.21,4.2,4.01,4.2,5.77,3.33,"Val-d'Amour, New Brunswick",47.9558664,-66.6841443
New Brunswick,Waasis,Annual,3.08,4.19,3.99,4.19,5.74,3.44,"Waasis, New Brunswick",45.8289761,-66.5786804
New Brunswick,Welsford,Annual,3.03,4.15,3.95,4.15,5.69,3.44,"Welsford, New Brunswick",45.4556129,-66.3419455
New Brunswick,Wicklow,Annual,3.1,4.18,3.98,4.18,5.75,3.43,"Wicklow, New Brunswick",46.4954584,-67.5910682
New Brunswick,Willow Grove,Annual,3.0,4.11,3.92,4.12,5.63,3.42,"Willow Grove, New Brunswick",45.3366277,-65.813812
New Brunswick,Wilsons Beach,Annual,2.95,4.11,3.9,4.13,5.66,3.48,"Wilsons Beach, New Brunswick",44.9353085,-66.9364974
New Brunswick,Woodstock,Annual,3.09,4.19,3.99,4.2,5.78,3.46,"Woodstock, New Brunswick",46.150346,-67.573471
Newfoundland and Labrador,Admirals Beach,Annual,2.46,3.38,3.18,3.43,4.45,3.12,"Admirals Beach, Newfoundland and Labrador",47.0056499,-53.6425606
Newfoundland and Labrador,Arnold's Cove,Annual,2.53,3.43,3.24,3.48,4.56,3.12,"Arnold's Cove, Newfoundland and Labrador",47.7601262,-53.9830897
Newfoundland and Labrador,Aspen Cove,Annual,2.67,3.5,3.32,3.53,4.7,3.09,"Aspen Cove, Newfoundland and Labrador",49.5665484,-55.7262996743827
Newfoundland and Labrador,Badger,Annual,2.61,3.49,3.29,3.54,4.71,3.13,"Badger, Newfoundland and Labrador",48.978414,-56.044006
Newfoundland and Labrador,Baie Verte,Annual,2.62,3.45,3.25,3.49,4.65,3.07,"Baie Verte, Newfoundland and Labrador",49.938848,-56.196442
Newfoundland and Labrador,Bay Bulls,Annual,2.49,3.4,3.2,3.45,4.48,3.11,"Bay Bulls, Newfoundland and Labrador",47.3176239,-52.8167185
Newfoundland and Labrador,Bay de Verde,Annual,2.54,3.43,3.23,3.47,4.56,3.11,"Bay de Verde, Newfoundland and Labrador",48.0859357,-52.89576
Newfoundland and Labrador,Bay L'Argent,Annual,2.45,3.36,3.16,3.4,4.45,3.07,"Bay L'Argent, Newfoundland and Labrador",47.5442486,-54.89824146670151
Newfoundland and Labrador,Bay Roberts,Annual,2.53,3.44,3.24,3.49,4.57,3.13,"Bay Roberts, Newfoundland and Labrador",47.575924,-53.2833409
Newfoundland and Labrador,Belleoram,Annual,2.42,3.33,3.13,3.38,4.42,3.06,"Belleoram, Newfoundland and Labrador",47.5252228,-55.4118181
Newfoundland and Labrador,Benton,Annual,2.64,3.5,3.31,3.54,4.7,3.11,"Benton, Newfoundland and Labrador",48.9024777,-54.4129606
Newfoundland and Labrador,Birchy Bay,Annual,2.67,3.51,3.32,3.54,4.71,3.1,"Birchy Bay, Newfoundland and Labrador",49.3360435,-54.7546065
Newfoundland and Labrador,Bishop's Falls,Annual,2.63,3.5,3.3,3.54,4.71,3.12,"Bishop's Falls, Newfoundland and Labrador",49.0153243,-55.501981587456825
Newfoundland and Labrador,Black Tickle,Annual,3.0,3.62,3.46,3.61,4.84,2.89,"Black Tickle, Newfoundland and Labrador",53.4640859,-55.7676539
Newfoundland and Labrador,Blaketown,Annual,2.51,3.42,3.22,3.46,4.52,3.12,"Blaketown, Newfoundland and Labrador",47.4714241,-53.5519821
Newfoundland and Labrador,Bloomfield,Annual,2.58,3.45,3.26,3.49,4.62,3.11,"Bloomfield, Newfoundland and Labrador",,
Newfoundland and Labrador,Botwood,Annual,2.64,3.5,3.31,3.54,4.71,3.12,"Botwood, Newfoundland and Labrador",49.14219,-55.343628
Newfoundland and Labrador,Branch,Annual,2.48,3.41,3.21,3.46,4.5,3.14,"Branch, Newfoundland and Labrador",46.8824939,-53.9533185
Newfoundland and Labrador,Brigus,Annual,2.53,3.44,3.25,3.49,4.57,3.14,"Brigus, Newfoundland and Labrador",47.5360473,-53.2096473
Newfoundland and Labrador,Buchans,Annual,2.54,3.45,3.24,3.5,4.65,3.13,"Buchans, Newfoundland and Labrador",48.8241243,-56.8608253
Newfoundland and Labrador,Buchans Junction,Annual,2.57,3.47,3.26,3.52,4.68,3.13,"Buchans Junction, Newfoundland and Labrador",48.8481362,-56.4767327
Newfoundland and Labrador,Burgeo,Annual,2.41,3.36,3.14,3.41,4.48,3.09,"Burgeo, Newfoundland and Labrador",47.612504,-57.6095399
Newfoundland and Labrador,Burin,Annual,2.46,3.41,3.2,3.46,4.51,3.12,"Burin, Newfoundland and Labrador",47.0367243,-55.1666274
Newfoundland and Labrador,Campbellton,Annual,2.65,3.5,3.31,3.53,4.7,3.1,"Campbellton, Newfoundland and Labrador",49.277649249999996,-54.92271033923269
Newfoundland and Labrador,Cape Broyle,Annual,2.46,3.37,3.18,3.42,4.44,3.1,"Cape Broyle, Newfoundland and Labrador",47.0985784,-52.9382943
Newfoundland and Labrador,Cape Ray,Annual,2.52,3.49,3.27,3.55,4.72,3.14,"Cape Ray, Newfoundland and Labrador",47.6215461,-59.3091787
Newfoundland and Labrador,Cape St. George,Annual,2.54,3.49,3.27,3.56,4.75,3.15,"Cape St. George, Newfoundland and Labrador",48.49408255,-59.198526776051395
Newfoundland and Labrador,Carbonear,Annual,2.54,3.44,3.24,3.49,4.57,3.13,"Carbonear, Newfoundland and Labrador",47.733123,-53.2366225
Newfoundland and Labrador,Carmanville,Annual,2.67,3.5,3.32,3.53,4.7,3.09,"Carmanville, Newfoundland and Labrador",49.403825,-54.287567
Newfoundland and Labrador,Cartwright,Annual,2.95,3.57,3.41,3.57,4.78,2.86,"Cartwright, Newfoundland and Labrador",53.7062458,-57.0198174
Newfoundland and Labrador,Castor River North,Annual,2.66,3.44,3.24,3.48,4.62,3.02,"Castor River North, Newfoundland and Labrador",50.937892,-56.9613081
Newfoundland and Labrador,Catalina,Annual,2.57,3.43,3.24,3.47,4.59,3.1,"Catalina, Newfoundland and Labrador",48.5165156,-53.0787103
Newfoundland and Labrador,Cavendish,Annual,2.54,3.44,3.25,3.49,4.58,3.13,"Cavendish, Newfoundland and Labrador",47.7181292,-53.4925149
Newfoundland and Labrador,Centreville-Wareham-Trinity,Annual,2.63,3.48,3.29,3.51,4.66,3.1,"Centreville-Wareham-Trinity, Newfoundland and Labrador",49.015356,-53.886566
Newfoundland and Labrador,Chance Cove,Annual,2.53,3.43,3.24,3.48,4.56,3.13,"Chance Cove, Newfoundland and Labrador",47.6812647,-53.8290624
Newfoundland and Labrador,Channel-Port aux Basques,Annual,2.5,3.47,3.25,3.53,4.68,3.14,"Channel-Port aux Basques, Newfoundland and Labrador",47.5776635,-59.1424188
Newfoundland and Labrador,Chapel Arm,Annual,2.51,3.42,3.22,3.46,4.53,3.12,"Chapel Arm, Newfoundland and Labrador",47.5211733,-53.6750618
Newfoundland and Labrador,Charlottetown,Annual,2.96,3.63,3.46,3.63,4.86,2.96,"Charlottetown, Newfoundland and Labrador",52.7719419,-56.1187363
Newfoundland and Labrador,Churchill Falls,Annual,3.23,3.91,3.75,3.89,5.32,2.98,"Churchill Falls, Newfoundland and Labrador",53.5328972,-64.009959
Newfoundland and Labrador,Clarenville,Annual,2.55,3.44,3.25,3.48,4.59,3.11,"Clarenville, Newfoundland and Labrador",48.1679902,-53.9646413
Newfoundland and Labrador,Clarke's Beach,Annual,2.53,3.44,3.24,3.48,4.56,3.13,"Clarke's Beach, Newfoundland and Labrador",47.5453393,-53.2801682
Newfoundland and Labrador,Cobbs Arm,Annual,2.69,3.52,3.33,3.55,4.73,3.09,"Cobbs Arm, Newfoundland and Labrador",49.621661950000004,-54.553605208767166
Newfoundland and Labrador,Codroy,Annual,2.54,3.52,3.29,3.58,4.77,3.16,"Codroy, Newfoundland and Labrador",47.8822063,-59.3946848
Newfoundland and Labrador,Colinet,Annual,2.49,3.41,3.21,3.45,4.5,3.12,"Colinet, Newfoundland and Labrador",47.2197757,-53.5524529
Newfoundland and Labrador,Come By Chance,Annual,2.53,3.43,3.24,3.48,4.57,3.12,"Come By Chance, Newfoundland and Labrador",47.8459634,-53.9844362
Newfoundland and Labrador,Conception Bay South,Annual,2.54,3.46,3.26,3.5,4.58,3.14,"Conception Bay South, Newfoundland and Labrador",47.50674745,-52.9905179737796
Newfoundland and Labrador,Conche,Annual,2.72,3.48,3.29,3.51,4.67,3.01,"Conche, Newfoundland and Labrador",50.88388815,-55.88925388687986
Newfoundland and Labrador,Cook's Harbour,Annual,2.76,3.47,3.3,3.49,4.64,2.95,"Cook's Harbour, Newfoundland and Labrador",51.603519,-55.872345
Newfoundland and Labrador,Cormack,Annual,2.56,3.45,3.24,3.51,4.68,3.13,"Cormack, Newfoundland and Labrador",49.3020209,-57.3951172
Newfoundland and Labrador,Corner Brook,Annual,2.54,3.47,3.24,3.53,4.71,3.15,"Corner Brook, Newfoundland and Labrador",48.95317,-57.947388
Newfoundland and Labrador,Cow Head,Annual,2.52,3.37,3.16,3.43,4.56,3.06,"Cow Head, Newfoundland and Labrador",49.9208018,-57.8057057
Newfoundland and Labrador,Cox's Cove,Annual,2.51,3.43,3.21,3.5,4.66,3.12,"Cox's Cove, Newfoundland and Labrador",49.1210949,-58.078152
Newfoundland and Labrador,Croque,Annual,2.72,3.47,3.29,3.49,4.64,2.99,"Croque, Newfoundland and Labrador",51.0577976,-55.8269268
Newfoundland and Labrador,Cupids,Annual,2.53,3.45,3.25,3.49,4.57,3.14,"Cupids, Newfoundland and Labrador",47.5510904,-53.2207939
Newfoundland and Labrador,Davis Inlet,Annual,3.09,3.66,3.5,3.65,4.98,2.83,"Davis Inlet, Newfoundland and Labrador",55.8852051,-60.8961284
Newfoundland and Labrador,Deadman's Bay,Annual,2.66,3.48,3.3,3.51,4.67,3.09,"Deadman's Bay, Newfoundland and Labrador",49.349299,-53.6908835
Newfoundland and Labrador,Deep Bight,Annual,2.55,3.44,3.24,3.48,4.59,3.11,"Deep Bight, Newfoundland and Labrador",48.5055622,-53.5188849585229
Newfoundland and Labrador,Deer Lake,Annual,2.56,3.47,3.25,3.52,4.7,3.14,"Deer Lake, Newfoundland and Labrador",49.1830366,-57.4320002
Newfoundland and Labrador,Dildo,Annual,2.53,3.44,3.24,3.48,4.56,3.13,"Dildo, Newfoundland and Labrador",47.5685946,-53.5561513
Newfoundland and Labrador,Eastport,Annual,2.61,3.48,3.29,3.51,4.66,3.11,"Eastport, Newfoundland and Labrador",48.651517,-53.7582801
Newfoundland and Labrador,Embree,Annual,2.66,3.51,3.32,3.54,4.71,3.11,"Embree, Newfoundland and Labrador",49.300949,-55.027771
Newfoundland and Labrador,Englee,Annual,2.72,3.5,3.31,3.53,4.71,3.05,"Englee, Newfoundland and Labrador",50.75723575,-56.078483864607875
Newfoundland and Labrador,English Harbour East,Annual,2.46,3.36,3.16,3.4,4.45,3.07,"English Harbour East, Newfoundland and Labrador",47.64004075,-54.88973226204975
Newfoundland and Labrador,Fermeuse,Annual,2.44,3.35,3.16,3.4,4.4,3.1,"Fermeuse, Newfoundland and Labrador",46.9722855,-52.9586949
Newfoundland and Labrador,Ferryland,Annual,2.44,3.35,3.16,3.4,4.4,3.09,"Ferryland, Newfoundland and Labrador",47.0241239,-52.8864783
Newfoundland and Labrador,Flat Bay,Annual,2.52,3.48,3.25,3.54,4.72,3.16,"Flat Bay, Newfoundland and Labrador",48.42275555,-58.55354312842795
Newfoundland and Labrador,Flatrock,Annual,2.52,3.42,3.22,3.47,4.53,3.11,"Flatrock, Newfoundland and Labrador",47.70490585,-52.723432822280174
Newfoundland and Labrador,Fleur de Lys,Annual,2.64,3.46,3.27,3.5,4.66,3.06,"Fleur de Lys, Newfoundland and Labrador",50.1196544,-56.177880335378276
Newfoundland and Labrador,Flower's Cove,Annual,2.71,3.46,3.28,3.5,4.65,3.0,"Flower's Cove, Newfoundland and Labrador",51.3004446,-56.7427089
Newfoundland and Labrador,Fogo,Annual,2.71,3.53,3.34,3.55,4.74,3.09,"Fogo, Newfoundland and Labrador",49.715601,-54.283447
Newfoundland and Labrador,Forresters Point,Annual,2.69,3.45,3.26,3.48,4.63,3.0,"Forresters Point, Newfoundland and Labrador",51.1825509,-56.809434
Newfoundland and Labrador,Forteau,Annual,2.73,3.48,3.29,3.51,4.67,3.0,"Forteau, Newfoundland and Labrador",51.46466335,-56.937714684831896
Newfoundland and Labrador,Fortune,Annual,2.46,3.42,3.21,3.48,4.55,3.13,"Fortune, Newfoundland and Labrador",47.0727353,-55.8276433
Newfoundland and Labrador,Fox Harbour,Annual,2.5,3.42,3.22,3.47,4.53,3.13,"Fox Harbour, Newfoundland and Labrador",47.317543,-53.90163078977908
Newfoundland and Labrador,FranÃ§ois,Annual,2.42,3.36,3.15,3.41,4.47,3.08,"FranÃ§ois, Newfoundland and Labrador",,
Newfoundland and Labrador,Gallants,Annual,2.46,3.38,3.16,3.45,4.57,3.1,"Gallants, Newfoundland and Labrador",48.7021594,-58.2354399
Newfoundland and Labrador,Gambo,Annual,2.63,3.49,3.3,3.52,4.68,3.11,"Gambo, Newfoundland and Labrador",48.78547865,-54.206003176576424
Newfoundland and Labrador,Gander,Annual,2.62,3.47,3.29,3.51,4.66,3.09,"Gander, Newfoundland and Labrador",48.9592291,-54.6187879
Newfoundland and Labrador,Gaskiers,Annual,2.44,3.37,3.17,3.42,4.43,3.11,"Gaskiers, Newfoundland and Labrador",46.8764807,-53.610999
Newfoundland and Labrador,Gaultois,Annual,2.42,3.34,3.14,3.39,4.44,3.07,"Gaultois, Newfoundland and Labrador",47.61182825,-55.913169252253155
Newfoundland and Labrador,Georges Brook,Annual,2.56,3.45,3.25,3.49,4.61,3.11,"Georges Brook, Newfoundland and Labrador",48.2462165,-54.0090199
Newfoundland and Labrador,Glenwood,Annual,2.62,3.48,3.29,3.51,4.67,3.1,"Glenwood, Newfoundland and Labrador",48.9930149,-54.8733916
Newfoundland and Labrador,Glovertown,Annual,2.62,3.49,3.3,3.53,4.68,3.12,"Glovertown, Newfoundland and Labrador",48.6740048,-54.0341421
Newfoundland and Labrador,Grand Bank,Annual,2.47,3.44,3.22,3.49,4.57,3.14,"Grand Bank, Newfoundland and Labrador",47.1014198,-55.7546477
Newfoundland and Labrador,Grand Falls-Windsor,Annual,2.62,3.5,3.3,3.54,4.71,3.13,"Grand Falls-Windsor, Newfoundland and Labrador",48.944151,-55.652618
Newfoundland and Labrador,Grand Le Pierre,Annual,2.46,3.36,3.17,3.41,4.46,3.08,"Grand Le Pierre, Newfoundland and Labrador",47.73652195,-54.80050838098083
Newfoundland and Labrador,Great Harbour Deep,Annual,2.63,3.43,3.24,3.48,4.62,3.04,"Great Harbour Deep, Newfoundland and Labrador",50.367138100000005,-56.44027717161613
Newfoundland and Labrador,Green Island Brook,Annual,2.72,3.46,3.28,3.49,4.65,2.98,"Green Island Brook, Newfoundland and Labrador",51.3983106,-56.5249347
Newfoundland and Labrador,Greenspond,Annual,2.63,3.47,3.29,3.51,4.65,3.09,"Greenspond, Newfoundland and Labrador",49.072966,-53.572083
Newfoundland and Labrador,Grey River,Annual,2.41,3.35,3.13,3.4,4.46,3.08,"Grey River, Newfoundland and Labrador",47.8605481,-56.9899161
Newfoundland and Labrador,Hampden,Annual,2.62,3.5,3.29,3.56,4.74,3.14,"Hampden, Newfoundland and Labrador",49.533333,-56.866667
Newfoundland and Labrador,Hant's Harbour,Annual,2.55,3.44,3.24,3.48,4.58,3.12,"Hant's Harbour, Newfoundland and Labrador",48.0145312,-53.2598741
Newfoundland and Labrador,Happy Valley-Goose Bay,Annual,2.92,3.61,3.44,3.62,4.86,2.94,"Happy Valley-Goose Bay, Newfoundland and Labrador",53.2964352,-60.3111895
Newfoundland and Labrador,Harbour Breton,Annual,2.43,3.36,3.15,3.41,4.45,3.08,"Harbour Breton, Newfoundland and Labrador",47.4710255,-55.8257953
Newfoundland and Labrador,Harbour Grace,Annual,2.52,3.42,3.23,3.47,4.54,3.12,"Harbour Grace, Newfoundland and Labrador",47.6935761,-53.2128267
Newfoundland and Labrador,Hare Bay,Annual,2.64,3.5,3.31,3.54,4.7,3.12,"Hare Bay, Newfoundland and Labrador",48.8564255,-54.0068259
Newfoundland and Labrador,Hawke's Bay,Annual,2.63,3.44,3.24,3.49,4.64,3.05,"Hawke's Bay, Newfoundland and Labrador",,
Newfoundland and Labrador,Heart's Content,Annual,2.54,3.43,3.24,3.48,4.56,3.12,"Heart's Content, Newfoundland and Labrador",47.8707148,-53.3642415
Newfoundland and Labrador,Hermitage,Annual,2.43,3.35,3.14,3.4,4.44,3.07,"Hermitage, Newfoundland and Labrador",47.5602821,-55.9279708
Newfoundland and Labrador,Hickman's Harbour,Annual,2.55,3.44,3.25,3.48,4.59,3.11,"Hickman's Harbour, Newfoundland and Labrador",48.1172538,-53.7516138
Newfoundland and Labrador,Hodge's Cove,Annual,2.54,3.44,3.24,3.48,4.58,3.11,"Hodge's Cove, Newfoundland and Labrador",48.01287395,-53.74130048414243
Newfoundland and Labrador,Holyrood,Annual,2.52,3.43,3.23,3.48,4.54,3.13,"Holyrood, Newfoundland and Labrador",47.3843611,-53.1309066
Newfoundland and Labrador,Hopedale,Annual,3.05,3.65,3.49,3.65,4.95,2.86,"Hopedale, Newfoundland and Labrador",55.4604146,-60.2213754
Newfoundland and Labrador,Horwood,Annual,2.68,3.51,3.33,3.54,4.72,3.1,"Horwood, Newfoundland and Labrador",49.460091,-54.51828
Newfoundland and Labrador,Howley,Annual,2.59,3.5,3.28,3.55,4.74,3.15,"Howley, Newfoundland and Labrador",49.1571519,-57.092300790550354
Newfoundland and Labrador,Humber Arm South,Annual,2.51,3.43,3.21,3.5,4.66,3.12,"Humber Arm South, Newfoundland and Labrador",49.00402165,-58.140405906334244
Newfoundland and Labrador,Isle aux Morts,Annual,2.49,3.45,3.23,3.51,4.65,3.13,"Isle aux Morts, Newfoundland and Labrador",47.5871969,-58.9732757
Newfoundland and Labrador,Jackson's Arm,Annual,2.61,3.47,3.26,3.52,4.69,3.1,"Jackson's Arm, Newfoundland and Labrador",49.8668773,-56.7771904
Newfoundland and Labrador,Jean de Baie,Annual,2.44,3.37,3.17,3.42,4.47,3.1,"Jean de Baie, Newfoundland and Labrador",47.21205315,-55.05307389696876
Newfoundland and Labrador,Joe Batt's Arm-Barr'd Islands-Shoal Bay,Annual,2.7,3.52,3.34,3.55,4.73,3.09,"Joe Batt's Arm-Barr'd Islands-Shoal Bay, Newfoundland and Labrador",49.725367,-54.172211
